index,Sector,Indicator,Unit,Country_code,Country,Year,Variable,Value
257,Macro,GDP per capita,thousand USD2012 (PPP) / cap,BR,Brazil,2030,projected_current_policy_min,18.45006383
258,Macro,Emissions intensity of GDP,tCO2e / thsd. USD2012 (PPP),BR,Brazil,2015,projected_current_policy_min,0.343244255
259,Macro,Emissions intensity of GDP,tCO2e / thsd. USD2012 (PPP),BR,Brazil,2020,projected_current_policy_min,0.323710179
260,Macro,Emissions intensity of GDP,tCO2e / thsd. USD2012 (PPP),BR,Brazil,2025,projected_current_policy_min,0.296102889
261,Macro,Emissions intensity of GDP,tCO2e / thsd. USD2012 (PPP),BR,Brazil,2030,projected_current_policy_min,0.265027185
262,Macro,Emissions intensity of GDP,tCO2e / thsd. USD2012 (PPP),BR,Brazil,2015,projected_current_policy_min,0.343244255
263,Macro,Emissions intensity of GDP,tCO2e / thsd. USD2012 (PPP),BR,Brazil,2020,projected_current_policy_min,0.324082554
264,Macro,Emissions intensity of GDP,tCO2e / thsd. USD2012 (PPP),BR,Brazil,2025,projected_current_policy_min,0.296573613
265,Macro,Emissions intensity of GDP,tCO2e / thsd. USD2012 (PPP),BR,Brazil,2030,projected_current_policy_min,0.265671407
266,Macro,Primary energy intensity of GDP,TJ (primary) / mln. USD2012 (PPP),BR,Brazil,2015,projected_current_policy_min,4.055516836
267,Macro,Primary energy intensity of GDP,TJ (primary) / mln. USD2012 (PPP),BR,Brazil,2020,projected_current_policy_min,3.847659184
268,Macro,Primary energy intensity of GDP,TJ (primary) / mln. USD2012 (PPP),BR,Brazil,2025,projected_current_policy_min,3.692998445
269,Macro,Primary energy intensity of GDP,TJ (primary) / mln. USD2012 (PPP),BR,Brazil,2030,projected_current_policy_min,3.473409703
270,Macro,Primary energy intensity of GDP,TJ (primary) / mln. USD2012 (PPP),BR,Brazil,2015,projected_current_policy_min,4.055516836
271,Macro,Primary energy intensity of GDP,TJ (primary) / mln. USD2012 (PPP),BR,Brazil,2020,projected_current_policy_min,3.847659184
272,Macro,Primary energy intensity of GDP,TJ (primary) / mln. USD2012 (PPP),BR,Brazil,2025,projected_current_policy_min,3.692998445
273,Macro,Primary energy intensity of GDP,TJ (primary) / mln. USD2012 (PPP),BR,Brazil,2030,projected_current_policy_min,3.473409703
274,Macro,Final energy intensity of GDP,TJ (final) / mln. USD2012 (PPP),BR,Brazil,2015,projected_current_policy_min,3.087654564
275,Macro,Final energy intensity of GDP,TJ (final) / mln. USD2012 (PPP),BR,Brazil,2020,projected_current_policy_min,3.080705344
276,Macro,Final energy intensity of GDP,TJ (final) / mln. USD2012 (PPP),BR,Brazil,2025,projected_current_policy_min,2.979709026
277,Macro,Final energy intensity of GDP,TJ (final) / mln. USD2012 (PPP),BR,Brazil,2030,projected_current_policy_min,2.78865179
278,Macro,Final energy intensity of GDP,TJ (final) / mln. USD2012 (PPP),BR,Brazil,2015,projected_current_policy_min,3.087654564
279,Macro,Final energy intensity of GDP,TJ (final) / mln. USD2012 (PPP),BR,Brazil,2020,projected_current_policy_min,3.080705344
280,Macro,Final energy intensity of GDP,TJ (final) / mln. USD2012 (PPP),BR,Brazil,2025,projected_current_policy_min,2.979709026
281,Macro,Final energy intensity of GDP,TJ (final) / mln. USD2012 (PPP),BR,Brazil,2030,projected_current_policy_min,2.78865179
282,Macro,Emissions intensity of primary energy,tCO2 / TJ (primary),BR,Brazil,2015,projected_current_policy_min,33.689916
283,Macro,Emissions intensity of primary energy,tCO2 / TJ (primary),BR,Brazil,2020,projected_current_policy_min,31.90868316
284,Macro,Emissions intensity of primary energy,tCO2 / TJ (primary),BR,Brazil,2025,projected_current_policy_min,30.01602305
285,Macro,Emissions intensity of primary energy,tCO2 / TJ (primary),BR,Brazil,2030,projected_current_policy_min,28.91592583
286,Macro,Emissions intensity of primary energy,tCO2 / TJ (primary),BR,Brazil,2015,projected_current_policy_min,33.689916
287,Macro,Emissions intensity of primary energy,tCO2 / TJ (primary),BR,Brazil,2020,projected_current_policy_min,32.00546274
288,Macro,Emissions intensity of primary energy,tCO2 / TJ (primary),BR,Brazil,2025,projected_current_policy_min,30.14348711
289,Macro,Emissions intensity of primary energy,tCO2 / TJ (primary),BR,Brazil,2030,projected_current_policy_min,29.10139855
290,Macro,Fossil fuel share,% fossil fuels,BR,Brazil,2020,projected_current_policy_min,56.06373196
291,Macro,Fossil fuel share,% fossil fuels,BR,Brazil,2030,projected_current_policy_min,54.96209772
292,Macro,Fossil fuel share,% fossil fuels,BR,Brazil,2050,projected_current_policy_min,54.34155929
293,Macro,Fossil fuel share,% fossil fuels,BR,Brazil,2015,projected_current_policy_min,58.0300697
294,Macro,Fossil fuel share,% fossil fuels,BR,Brazil,2020,projected_current_policy_min,56.53563911
295,Macro,Fossil fuel share,% fossil fuels,BR,Brazil,2025,projected_current_policy_min,55.18546836
296,Macro,Fossil fuel share,% fossil fuels,BR,Brazil,2030,projected_current_policy_min,55.10468528
297,Macro,Coal share in energy supply in Primary Energy,% coal,BR,Brazil,2015,projected_current_policy_min,5.989664388
298,Macro,Coal share in energy supply in Primary Energy,% coal,BR,Brazil,2020,projected_current_policy_min,5.745193081
299,Macro,Coal share in energy supply in Primary Energy,% coal,BR,Brazil,2025,projected_current_policy_min,5.524320993
300,Macro,Coal share in energy supply in Primary Energy,% coal,BR,Brazil,2030,projected_current_policy_min,5.108279254
301,Macro,Coal share in energy supply in Primary Energy,% coal,BR,Brazil,2020,projected_current_policy_min,6.765753264
302,Macro,Coal share in energy supply in Primary Energy,% coal,BR,Brazil,2030,projected_current_policy_min,6.616130291
303,Macro,Coal share in energy supply in Primary Energy,% coal,BR,Brazil,2050,projected_current_policy_min,8.135422841
304,Oil and Gas,Oil and Gas emissions intensity,tCO2e / ktoe,CA,Canada,2015,projected_current_policy_min,508.9550309
305,Oil and Gas,Oil and Gas emissions intensity,tCO2e / ktoe,CA,Canada,2020,projected_current_policy_min,495.507876
306,Oil and Gas,Oil and Gas emissions intensity,tCO2e / ktoe,CA,Canada,2025,projected_current_policy_min,495.9917977
307,Oil and Gas,Oil and Gas emissions intensity,tCO2e / ktoe,CA,Canada,2030,projected_current_policy_min,496.4100181
308,Oil and Gas,Oil and Gas emissions intensity,tCO2e / ktoe,CA,Canada,2015,projected_current_policy_min,508.9550309
309,Oil and Gas,Oil and Gas emissions intensity,tCO2e / ktoe,CA,Canada,2020,projected_current_policy_min,495.507876
310,Oil and Gas,Oil and Gas emissions intensity,tCO2e / ktoe,CA,Canada,2025,projected_current_policy_min,495.9917977
311,Oil and Gas,Oil and Gas emissions intensity,tCO2e / ktoe,CA,Canada,2030,projected_current_policy_min,496.4100181
312,Oil and Gas,Oil and Gas activity: production,Mtoe,CA,Canada,2015,projected_current_policy_min,380.19076
313,Oil and Gas,Oil and Gas activity: production,Mtoe,CA,Canada,2020,projected_current_policy_min,405.64441
314,Oil and Gas,Oil and Gas activity: production,Mtoe,CA,Canada,2025,projected_current_policy_min,437.507235
315,Oil and Gas,Oil and Gas activity: production,Mtoe,CA,Canada,2030,projected_current_policy_min,469.37006
316,Oil and Gas,Oil and Gas activity: production,Mtoe,CA,Canada,2015,projected_current_policy_min,380.19076
317,Oil and Gas,Oil and Gas activity: production,Mtoe,CA,Canada,2020,projected_current_policy_min,405.64441
318,Oil and Gas,Oil and Gas activity: production,Mtoe,CA,Canada,2025,projected_current_policy_min,437.507235
319,Oil and Gas,Oil and Gas activity: production,Mtoe,CA,Canada,2030,projected_current_policy_min,469.37006
320,Electricity,Electricity activity (per capita),kWh / cap,CA,Canada,2015,projected_current_policy_min,13996.09537
321,Electricity,Electricity activity (per capita),kWh / cap,CA,Canada,2020,projected_current_policy_min,13602.57284
322,Electricity,Electricity activity (per capita),kWh / cap,CA,Canada,2025,projected_current_policy_min,13137.80269
323,Electricity,Electricity activity (per capita),kWh / cap,CA,Canada,2030,projected_current_policy_min,12687.64805
324,Electricity,Electricity activity (per capita),kWh / cap,CA,Canada,2015,projected_current_policy_min,13996.09537
325,Electricity,Electricity activity (per capita),kWh / cap,CA,Canada,2020,projected_current_policy_min,13602.57284
326,Electricity,Electricity activity (per capita),kWh / cap,CA,Canada,2025,projected_current_policy_min,13137.80269
327,Electricity,Electricity activity (per capita),kWh / cap,CA,Canada,2030,projected_current_policy_min,12687.64805
328,Electricity,Electricity emissions intensity,gCO2 / kWh,CA,Canada,2015,projected_current_policy_min,129.8998569
329,Electricity,Electricity emissions intensity,gCO2 / kWh,CA,Canada,2020,projected_current_policy_min,107.5630252
330,Electricity,Electricity emissions intensity,gCO2 / kWh,CA,Canada,2025,projected_current_policy_min,81.53078203
331,Electricity,Electricity emissions intensity,gCO2 / kWh,CA,Canada,2030,projected_current_policy_min,56.01317957
332,Electricity,Electricity emissions intensity,gCO2 / kWh,CA,Canada,2015,projected_current_policy_min,129.8998569
333,Electricity,Electricity emissions intensity,gCO2 / kWh,CA,Canada,2020,projected_current_policy_min,107.5630252
334,Electricity,Electricity emissions intensity,gCO2 / kWh,CA,Canada,2025,projected_current_policy_min,81.53078203
335,Electricity,Electricity emissions intensity,gCO2 / kWh,CA,Canada,2030,projected_current_policy_min,56.01317957
336,Electricity,Share of renewable electricity generation,% renewables,CA,Canada,2015,projected_current_policy_min,64.69876778
337,Electricity,Share of renewable electricity generation,% renewables,CA,Canada,2020,projected_current_policy_min,66.46844338
338,Electricity,Share of renewable electricity generation,% renewables,CA,Canada,2025,projected_current_policy_min,69.25495318
339,Electricity,Share of renewable electricity generation,% renewables,CA,Canada,2030,projected_current_policy_min,69.90629726
340,Electricity,Share of renewable electricity generation,% renewables,CA,Canada,2015,projected_current_policy_min,64.69876778
341,Electricity,Share of renewable electricity generation,% renewables,CA,Canada,2020,projected_current_policy_min,66.46844338
342,Electricity,Share of renewable electricity generation,% renewables,CA,Canada,2025,projected_current_policy_min,69.25495318
343,Electricity,Share of renewable electricity generation,% renewables,CA,Canada,2030,projected_current_policy_min,69.90629726
344,Electricity,Renewable energy generation (index),1990 value normalised to 1,CA,Canada,2015,projected_current_policy_min,1.38974858
345,Electricity,Renewable energy generation (index),1990 value normalised to 1,CA,Canada,2020,projected_current_policy_min,1.456077371
346,Electricity,Renewable energy generation (index),1990 value normalised to 1,CA,Canada,2025,projected_current_policy_min,1.521722198
347,Electricity,Renewable energy generation (index),1990 value normalised to 1,CA,Canada,2030,projected_current_policy_min,1.624601107
348,Electricity,Renewable energy generation (index),1990 value normalised to 1,CA,Canada,2015,projected_current_policy_min,1.38974858
349,Electricity,Renewable energy generation (index),1990 value normalised to 1,CA,Canada,2020,projected_current_policy_min,1.456077371
350,Electricity,Renewable energy generation (index),1990 value normalised to 1,CA,Canada,2025,projected_current_policy_min,1.521722198
351,Electricity,Renewable energy generation (index),1990 value normalised to 1,CA,Canada,2030,projected_current_policy_min,1.624601107
352,Transport Road,Modal split: share of private passenger transport,% private cars and motorcycles,CA,Canada,2015,projected_current_policy_min,91.1205074
353,Transport Road,Modal split: share of private passenger transport,% private cars and motorcycles,CA,Canada,2020,projected_current_policy_min,90.42769857
354,Transport Road,Modal split: share of private passenger transport,% private cars and motorcycles,CA,Canada,2025,projected_current_policy_min,90.58823529
355,Transport Road,Modal split: share of private passenger transport,% private cars and motorcycles,CA,Canada,2030,projected_current_policy_min,90.49429658
356,Transport Road,Modal split: share of private passenger transport,% private cars and motorcycles,CA,Canada,2050,projected_current_policy_min,90.50086356
357,Transport Road,Modal split: share of private passenger transport,% private cars and motorcycles,CA,Canada,2015,projected_current_policy_min,91.1205074
358,Transport Road,Modal split: share of private passenger transport,% private cars and motorcycles,CA,Canada,2020,projected_current_policy_min,90.42769857
359,Transport Road,Modal split: share of private passenger transport,% private cars and motorcycles,CA,Canada,2025,projected_current_policy_min,90.58823529
360,Transport Road,Modal split: share of private passenger transport,% private cars and motorcycles,CA,Canada,2030,projected_current_policy_min,90.49429658
361,Transport Road,Modal split: share of private passenger transport,% private cars and motorcycles,CA,Canada,2050,projected_current_policy_min,90.50086356
362,Transport Road,Road transport emissions intensity,kg CO2 / vkm,CA,Canada,2015,projected_current_policy_min,0.218978326
363,Transport Road,Road transport emissions intensity,kg CO2 / vkm,CA,Canada,2020,projected_current_policy_min,0.197176286
364,Transport Road,Road transport emissions intensity,kg CO2 / vkm,CA,Canada,2025,projected_current_policy_min,0.170256462
365,Transport Road,Road transport emissions intensity,kg CO2 / vkm,CA,Canada,2030,projected_current_policy_min,0.148372898
366,Transport Road,Road transport emissions intensity,kg CO2 / vkm,CA,Canada,2050,projected_current_policy_min,0.13064417
367,Transport Road,Road transport emissions intensity,kg CO2 / vkm,CA,Canada,2015,projected_current_policy_min,0.218978326
368,Transport Road,Road transport emissions intensity,kg CO2 / vkm,CA,Canada,2020,projected_current_policy_min,0.197176286
369,Transport Road,Road transport emissions intensity,kg CO2 / vkm,CA,Canada,2025,projected_current_policy_min,0.170256462
370,Transport Road,Road transport emissions intensity,kg CO2 / vkm,CA,Canada,2030,projected_current_policy_min,0.148372898
