ID,Sector,Indicator,Unit,Country_code,Country,Year,Variable,Value
233,Macro,Primary_energy_demand_per_capita,GJ_(primary)_/_cap,BR,Brazil,2030,projected_current_policy_min,64.08463072
234,Macro,Primary_energy_demand_per_capita,GJ_(primary)_/_cap,BR,Brazil,2015,projected_current_policy_min,60.0244281
235,Macro,Primary_energy_demand_per_capita,GJ_(primary)_/_cap,BR,Brazil,2020,projected_current_policy_min,57.86004986
236,Macro,Primary_energy_demand_per_capita,GJ_(primary)_/_cap,BR,Brazil,2025,projected_current_policy_min,60.27379564
237,Macro,Primary_energy_demand_per_capita,GJ_(primary)_/_cap,BR,Brazil,2030,projected_current_policy_min,64.08463072
238,Macro,Final_energy_demand_per_capita,GJ_(final)_/_cap,BR,Brazil,2015,projected_current_policy_min,45.69940327
239,Macro,Final_energy_demand_per_capita,GJ_(final)_/_cap,BR,Brazil,2020,projected_current_policy_min,46.32680709
240,Macro,Final_energy_demand_per_capita,GJ_(final)_/_cap,BR,Brazil,2025,projected_current_policy_min,48.63212795
241,Macro,Final_energy_demand_per_capita,GJ_(final)_/_cap,BR,Brazil,2030,projected_current_policy_min,51.45080352
242,Macro,Final_energy_demand_per_capita,GJ_(final)_/_cap,BR,Brazil,2015,projected_current_policy_min,45.69940327
243,Macro,Final_energy_demand_per_capita,GJ_(final)_/_cap,BR,Brazil,2020,projected_current_policy_min,46.32680709
244,Macro,Final_energy_demand_per_capita,GJ_(final)_/_cap,BR,Brazil,2025,projected_current_policy_min,48.63212795
245,Macro,Final_energy_demand_per_capita,GJ_(final)_/_cap,BR,Brazil,2030,projected_current_policy_min,51.45080352
246,Macro,GDP_per_capita,thousand_USD2012_(PPP)_/_cap,BR,Brazil,2015,projected_current_policy_min,14.80068522
247,Macro,GDP_per_capita,thousand_USD2012_(PPP)_/_cap,BR,Brazil,2020,projected_current_policy_min,15.03772738
248,Macro,GDP_per_capita,thousand_USD2012_(PPP)_/_cap,BR,Brazil,2025,projected_current_policy_min,16.32109965
249,Macro,GDP_per_capita,thousand_USD2012_(PPP)_/_cap,BR,Brazil,2030,projected_current_policy_min,18.45006383
250,Macro,GDP_per_capita,thousand_USD2012_(PPP)_/_cap,BR,Brazil,2015,projected_current_policy_min,14.80068522
251,Macro,GDP_per_capita,thousand_USD2012_(PPP)_/_cap,BR,Brazil,2020,projected_current_policy_min,15.03772738
252,Macro,GDP_per_capita,thousand_USD2012_(PPP)_/_cap,BR,Brazil,2025,projected_current_policy_min,16.32109965
253,Macro,GDP_per_capita,thousand_USD2012_(PPP)_/_cap,BR,Brazil,2030,projected_current_policy_min,18.45006383
254,Macro,Emissions_intensity_of_GDP,tCO2e_/_thsd._USD2012_(PPP),BR,Brazil,2015,projected_current_policy_min,0.343244255
255,Macro,Emissions_intensity_of_GDP,tCO2e_/_thsd._USD2012_(PPP),BR,Brazil,2020,projected_current_policy_min,0.323710179
256,Macro,Emissions_intensity_of_GDP,tCO2e_/_thsd._USD2012_(PPP),BR,Brazil,2025,projected_current_policy_min,0.296102889
257,Macro,Emissions_intensity_of_GDP,tCO2e_/_thsd._USD2012_(PPP),BR,Brazil,2030,projected_current_policy_min,0.265027185
258,Macro,Emissions_intensity_of_GDP,tCO2e_/_thsd._USD2012_(PPP),BR,Brazil,2015,projected_current_policy_min,0.343244255
259,Macro,Emissions_intensity_of_GDP,tCO2e_/_thsd._USD2012_(PPP),BR,Brazil,2020,projected_current_policy_min,0.324082554
260,Macro,Emissions_intensity_of_GDP,tCO2e_/_thsd._USD2012_(PPP),BR,Brazil,2025,projected_current_policy_min,0.296573613
261,Macro,Emissions_intensity_of_GDP,tCO2e_/_thsd._USD2012_(PPP),BR,Brazil,2030,projected_current_policy_min,0.265671407
262,Macro,Primary_energy_intensity_of_GDP,TJ_(primary)_/_mln._USD2012_(PPP),BR,Brazil,2015,projected_current_policy_min,4.055516836
263,Macro,Primary_energy_intensity_of_GDP,TJ_(primary)_/_mln._USD2012_(PPP),BR,Brazil,2020,projected_current_policy_min,3.847659184
264,Macro,Primary_energy_intensity_of_GDP,TJ_(primary)_/_mln._USD2012_(PPP),BR,Brazil,2025,projected_current_policy_min,3.692998445
265,Macro,Primary_energy_intensity_of_GDP,TJ_(primary)_/_mln._USD2012_(PPP),BR,Brazil,2030,projected_current_policy_min,3.473409703
266,Macro,Primary_energy_intensity_of_GDP,TJ_(primary)_/_mln._USD2012_(PPP),BR,Brazil,2015,projected_current_policy_min,4.055516836
267,Macro,Primary_energy_intensity_of_GDP,TJ_(primary)_/_mln._USD2012_(PPP),BR,Brazil,2020,projected_current_policy_min,3.847659184
268,Macro,Primary_energy_intensity_of_GDP,TJ_(primary)_/_mln._USD2012_(PPP),BR,Brazil,2025,projected_current_policy_min,3.692998445
269,Macro,Primary_energy_intensity_of_GDP,TJ_(primary)_/_mln._USD2012_(PPP),BR,Brazil,2030,projected_current_policy_min,3.473409703
270,Macro,Final_energy_intensity_of_GDP,TJ_(final)_/_mln._USD2012_(PPP),BR,Brazil,2015,projected_current_policy_min,3.087654564
271,Macro,Final_energy_intensity_of_GDP,TJ_(final)_/_mln._USD2012_(PPP),BR,Brazil,2020,projected_current_policy_min,3.080705344
272,Macro,Final_energy_intensity_of_GDP,TJ_(final)_/_mln._USD2012_(PPP),BR,Brazil,2025,projected_current_policy_min,2.979709026
273,Macro,Final_energy_intensity_of_GDP,TJ_(final)_/_mln._USD2012_(PPP),BR,Brazil,2030,projected_current_policy_min,2.78865179
274,Macro,Final_energy_intensity_of_GDP,TJ_(final)_/_mln._USD2012_(PPP),BR,Brazil,2015,projected_current_policy_min,3.087654564
275,Macro,Final_energy_intensity_of_GDP,TJ_(final)_/_mln._USD2012_(PPP),BR,Brazil,2020,projected_current_policy_min,3.080705344
276,Macro,Final_energy_intensity_of_GDP,TJ_(final)_/_mln._USD2012_(PPP),BR,Brazil,2025,projected_current_policy_min,2.979709026
277,Macro,Final_energy_intensity_of_GDP,TJ_(final)_/_mln._USD2012_(PPP),BR,Brazil,2030,projected_current_policy_min,2.78865179
278,Macro,Emissions_intensity_of_primary_energy,tCO2_/_TJ_(primary),BR,Brazil,2015,projected_current_policy_min,33.689916
279,Macro,Emissions_intensity_of_primary_energy,tCO2_/_TJ_(primary),BR,Brazil,2020,projected_current_policy_min,31.90868316
280,Macro,Emissions_intensity_of_primary_energy,tCO2_/_TJ_(primary),BR,Brazil,2025,projected_current_policy_min,30.01602305
281,Macro,Emissions_intensity_of_primary_energy,tCO2_/_TJ_(primary),BR,Brazil,2030,projected_current_policy_min,28.91592583
282,Macro,Emissions_intensity_of_primary_energy,tCO2_/_TJ_(primary),BR,Brazil,2015,projected_current_policy_min,33.689916
283,Macro,Emissions_intensity_of_primary_energy,tCO2_/_TJ_(primary),BR,Brazil,2020,projected_current_policy_min,32.00546274
284,Macro,Emissions_intensity_of_primary_energy,tCO2_/_TJ_(primary),BR,Brazil,2025,projected_current_policy_min,30.14348711
285,Macro,Emissions_intensity_of_primary_energy,tCO2_/_TJ_(primary),BR,Brazil,2030,projected_current_policy_min,29.10139855
286,Macro,Fossil_fuel_share,%_fossil_fuels,BR,Brazil,2020,projected_current_policy_min,56.06373196
287,Macro,Fossil_fuel_share,%_fossil_fuels,BR,Brazil,2030,projected_current_policy_min,54.96209772
288,Macro,Fossil_fuel_share,%_fossil_fuels,BR,Brazil,2050,projected_current_policy_min,54.34155929
289,Macro,Fossil_fuel_share,%_fossil_fuels,BR,Brazil,2015,projected_current_policy_min,58.0300697
290,Macro,Fossil_fuel_share,%_fossil_fuels,BR,Brazil,2020,projected_current_policy_min,56.53563911
291,Macro,Fossil_fuel_share,%_fossil_fuels,BR,Brazil,2025,projected_current_policy_min,55.18546836
292,Macro,Fossil_fuel_share,%_fossil_fuels,BR,Brazil,2030,projected_current_policy_min,55.10468528
293,Macro,Coal_share_in_energy_supply_in_Primary_Energy,%_coal,BR,Brazil,2015,projected_current_policy_min,5.989664388
294,Macro,Coal_share_in_energy_supply_in_Primary_Energy,%_coal,BR,Brazil,2020,projected_current_policy_min,5.745193081
295,Macro,Coal_share_in_energy_supply_in_Primary_Energy,%_coal,BR,Brazil,2025,projected_current_policy_min,5.524320993
296,Macro,Coal_share_in_energy_supply_in_Primary_Energy,%_coal,BR,Brazil,2030,projected_current_policy_min,5.108279254
297,Macro,Coal_share_in_energy_supply_in_Primary_Energy,%_coal,BR,Brazil,2020,projected_current_policy_min,6.765753264
298,Macro,Coal_share_in_energy_supply_in_Primary_Energy,%_coal,BR,Brazil,2030,projected_current_policy_min,6.616130291
299,Macro,Coal_share_in_energy_supply_in_Primary_Energy,%_coal,BR,Brazil,2050,projected_current_policy_min,8.135422841
300,Oil_and_Gas,Oil_and_Gas_emissions_intensity,tCO2e_/_ktoe,CA,Canada,2015,projected_current_policy_min,508.9550309
301,Oil_and_Gas,Oil_and_Gas_emissions_intensity,tCO2e_/_ktoe,CA,Canada,2020,projected_current_policy_min,495.507876
302,Oil_and_Gas,Oil_and_Gas_emissions_intensity,tCO2e_/_ktoe,CA,Canada,2025,projected_current_policy_min,495.9917977
303,Oil_and_Gas,Oil_and_Gas_emissions_intensity,tCO2e_/_ktoe,CA,Canada,2030,projected_current_policy_min,496.4100181
304,Oil_and_Gas,Oil_and_Gas_emissions_intensity,tCO2e_/_ktoe,CA,Canada,2015,projected_current_policy_min,508.9550309
305,Oil_and_Gas,Oil_and_Gas_emissions_intensity,tCO2e_/_ktoe,CA,Canada,2020,projected_current_policy_min,495.507876
306,Oil_and_Gas,Oil_and_Gas_emissions_intensity,tCO2e_/_ktoe,CA,Canada,2025,projected_current_policy_min,495.9917977
307,Oil_and_Gas,Oil_and_Gas_emissions_intensity,tCO2e_/_ktoe,CA,Canada,2030,projected_current_policy_min,496.4100181
308,Oil_and_Gas,Oil_and_Gas_activity:_production,Mtoe,CA,Canada,2015,projected_current_policy_min,380.19076
309,Oil_and_Gas,Oil_and_Gas_activity:_production,Mtoe,CA,Canada,2020,projected_current_policy_min,405.64441
310,Oil_and_Gas,Oil_and_Gas_activity:_production,Mtoe,CA,Canada,2025,projected_current_policy_min,437.507235
311,Oil_and_Gas,Oil_and_Gas_activity:_production,Mtoe,CA,Canada,2030,projected_current_policy_min,469.37006
312,Oil_and_Gas,Oil_and_Gas_activity:_production,Mtoe,CA,Canada,2015,projected_current_policy_min,380.19076
313,Oil_and_Gas,Oil_and_Gas_activity:_production,Mtoe,CA,Canada,2020,projected_current_policy_min,405.64441
314,Oil_and_Gas,Oil_and_Gas_activity:_production,Mtoe,CA,Canada,2025,projected_current_policy_min,437.507235
315,Oil_and_Gas,Oil_and_Gas_activity:_production,Mtoe,CA,Canada,2030,projected_current_policy_min,469.37006
316,Electricity,Electricity_activity_(per_capita),kWh_/_cap,CA,Canada,2015,projected_current_policy_min,13996.09537
317,Electricity,Electricity_activity_(per_capita),kWh_/_cap,CA,Canada,2020,projected_current_policy_min,13602.57284
318,Electricity,Electricity_activity_(per_capita),kWh_/_cap,CA,Canada,2025,projected_current_policy_min,13137.80269
319,Electricity,Electricity_activity_(per_capita),kWh_/_cap,CA,Canada,2030,projected_current_policy_min,12687.64805
320,Electricity,Electricity_activity_(per_capita),kWh_/_cap,CA,Canada,2015,projected_current_policy_min,13996.09537
321,Electricity,Electricity_activity_(per_capita),kWh_/_cap,CA,Canada,2020,projected_current_policy_min,13602.57284
322,Electricity,Electricity_activity_(per_capita),kWh_/_cap,CA,Canada,2025,projected_current_policy_min,13137.80269
323,Electricity,Electricity_activity_(per_capita),kWh_/_cap,CA,Canada,2030,projected_current_policy_min,12687.64805
324,Electricity,Electricity_emissions_intensity,gCO2_/_kWh,CA,Canada,2015,projected_current_policy_min,129.8998569
325,Electricity,Electricity_emissions_intensity,gCO2_/_kWh,CA,Canada,2020,projected_current_policy_min,107.5630252
326,Electricity,Electricity_emissions_intensity,gCO2_/_kWh,CA,Canada,2025,projected_current_policy_min,81.53078203
327,Electricity,Electricity_emissions_intensity,gCO2_/_kWh,CA,Canada,2030,projected_current_policy_min,56.01317957
328,Electricity,Electricity_emissions_intensity,gCO2_/_kWh,CA,Canada,2015,projected_current_policy_min,129.8998569
329,Electricity,Electricity_emissions_intensity,gCO2_/_kWh,CA,Canada,2020,projected_current_policy_min,107.5630252
330,Electricity,Electricity_emissions_intensity,gCO2_/_kWh,CA,Canada,2025,projected_current_policy_min,81.53078203
331,Electricity,Electricity_emissions_intensity,gCO2_/_kWh,CA,Canada,2030,projected_current_policy_min,56.01317957
332,Electricity,Share_of_renewable_electricity_generation,%_renewables,CA,Canada,2015,projected_current_policy_min,64.69876778
333,Electricity,Share_of_renewable_electricity_generation,%_renewables,CA,Canada,2020,projected_current_policy_min,66.46844338
334,Electricity,Share_of_renewable_electricity_generation,%_renewables,CA,Canada,2025,projected_current_policy_min,69.25495318
335,Electricity,Share_of_renewable_electricity_generation,%_renewables,CA,Canada,2030,projected_current_policy_min,69.90629726
336,Electricity,Share_of_renewable_electricity_generation,%_renewables,CA,Canada,2015,projected_current_policy_min,64.69876778
337,Electricity,Share_of_renewable_electricity_generation,%_renewables,CA,Canada,2020,projected_current_policy_min,66.46844338
338,Electricity,Share_of_renewable_electricity_generation,%_renewables,CA,Canada,2025,projected_current_policy_min,69.25495318
339,Electricity,Share_of_renewable_electricity_generation,%_renewables,CA,Canada,2030,projected_current_policy_min,69.90629726
340,Electricity,Renewable_energy_generation_(index),1990_value_normalised_to_1,CA,Canada,2015,projected_current_policy_min,1.38974858
341,Electricity,Renewable_energy_generation_(index),1990_value_normalised_to_1,CA,Canada,2020,projected_current_policy_min,1.456077371
342,Electricity,Renewable_energy_generation_(index),1990_value_normalised_to_1,CA,Canada,2025,projected_current_policy_min,1.521722198
343,Electricity,Renewable_energy_generation_(index),1990_value_normalised_to_1,CA,Canada,2030,projected_current_policy_min,1.624601107
344,Electricity,Renewable_energy_generation_(index),1990_value_normalised_to_1,CA,Canada,2015,projected_current_policy_min,1.38974858
345,Electricity,Renewable_energy_generation_(index),1990_value_normalised_to_1,CA,Canada,2020,projected_current_policy_min,1.456077371
346,Electricity,Renewable_energy_generation_(index),1990_value_normalised_to_1,CA,Canada,2025,projected_current_policy_min,1.521722198
347,Electricity,Renewable_energy_generation_(index),1990_value_normalised_to_1,CA,Canada,2030,projected_current_policy_min,1.624601107
348,Transport_Road,Modal_split:_share_of_private_passenger_transport,%_private_cars_and_motorcycles,CA,Canada,2015,projected_current_policy_min,91.1205074
349,Transport_Road,Modal_split:_share_of_private_passenger_transport,%_private_cars_and_motorcycles,CA,Canada,2020,projected_current_policy_min,90.42769857
350,Transport_Road,Modal_split:_share_of_private_passenger_transport,%_private_cars_and_motorcycles,CA,Canada,2025,projected_current_policy_min,90.58823529
351,Transport_Road,Modal_split:_share_of_private_passenger_transport,%_private_cars_and_motorcycles,CA,Canada,2030,projected_current_policy_min,90.49429658
352,Transport_Road,Modal_split:_share_of_private_passenger_transport,%_private_cars_and_motorcycles,CA,Canada,2050,projected_current_policy_min,90.50086356
353,Transport_Road,Modal_split:_share_of_private_passenger_transport,%_private_cars_and_motorcycles,CA,Canada,2015,projected_current_policy_min,91.1205074
354,Transport_Road,Modal_split:_share_of_private_passenger_transport,%_private_cars_and_motorcycles,CA,Canada,2020,projected_current_policy_min,90.42769857
355,Transport_Road,Modal_split:_share_of_private_passenger_transport,%_private_cars_and_motorcycles,CA,Canada,2025,projected_current_policy_min,90.58823529
356,Transport_Road,Modal_split:_share_of_private_passenger_transport,%_private_cars_and_motorcycles,CA,Canada,2030,projected_current_policy_min,90.49429658
357,Transport_Road,Modal_split:_share_of_private_passenger_transport,%_private_cars_and_motorcycles,CA,Canada,2050,projected_current_policy_min,90.50086356
358,Transport_Road,Road_transport_emissions_intensity,kg_CO2_/_vkm,CA,Canada,2015,projected_current_policy_min,0.218978326
359,Transport_Road,Road_transport_emissions_intensity,kg_CO2_/_vkm,CA,Canada,2020,projected_current_policy_min,0.197176286
360,Transport_Road,Road_transport_emissions_intensity,kg_CO2_/_vkm,CA,Canada,2025,projected_current_policy_min,0.170256462
361,Transport_Road,Road_transport_emissions_intensity,kg_CO2_/_vkm,CA,Canada,2030,projected_current_policy_min,0.148372898
362,Transport_Road,Road_transport_emissions_intensity,kg_CO2_/_vkm,CA,Canada,2050,projected_current_policy_min,0.13064417
363,Transport_Road,Road_transport_emissions_intensity,kg_CO2_/_vkm,CA,Canada,2015,projected_current_policy_min,0.218978326
364,Transport_Road,Road_transport_emissions_intensity,kg_CO2_/_vkm,CA,Canada,2020,projected_current_policy_min,0.197176286
365,Transport_Road,Road_transport_emissions_intensity,kg_CO2_/_vkm,CA,Canada,2025,projected_current_policy_min,0.170256462
366,Transport_Road,Road_transport_emissions_intensity,kg_CO2_/_vkm,CA,Canada,2030,projected_current_policy_min,0.148372898
367,Transport_Road,Road_transport_emissions_intensity,kg_CO2_/_vkm,CA,Canada,2050,projected_current_policy_min,0.13064417
368,Transport_Aviation,Aviation_activity:_distance_travelled_(per_capita),pkm_/_cap,CA,Canada,2015,projected_current_policy_min,3829.780422
369,Transport_Aviation,Aviation_activity:_distance_travelled_(per_capita),pkm_/_cap,CA,Canada,2020,projected_current_policy_min,4154.833261
370,Transport_Aviation,Aviation_activity:_distance_travelled_(per_capita),pkm_/_cap,CA,Canada,2025,projected_current_policy_min,4575.349971
